name;adress
Военный Комиссариат Тюменского И Нижнетавдинского Районов Тюменской Области; Область Тюменская, Город Тюмень,
Государственное Учреждение Военный Комиссариат Молчановского Района Томской Области; Область Томская, Село Молчаново Улица Димитрова 15
Военный Комиссариат Города Батайска; Область Ростовская, Город Батайск, Улица Ленина 4
Военный Комиссариат Ленинского Района Г.ростова-на-дону; Область Ростовская, Город Ростов-на-дону, Улица Социалистическая 81
Военный Комиссариат Города Стрежевой И Александровского Района Томской Области; Область Томская, Город Стрежевой, Микрорайон 4-й а 401
Военный Комиссариат Кесовогорского Района Тверской Области; Область Тверская, Поселок городского типа Кесова гора Улица Нагорная 6
Военный Комиссариат Орловского Района; Область Ростовская, Поселок Орловский Улица Пионерская 74
Военный Комиссариат Сонковского Района Тверской Области; Область Сонковский, Поселок городского типа Сонково Улица Луначарского 10
Военный Комиссариат Кронштадтского Района Города Санкт-петербурга; Город Санкт-петербург, Город Кронштадт,
Военный Комиссариат Афанасьевского Района Кировской Области; Область Кировская, Поселок городского типа Афанасьево
Военный Комиссариат Куйтунского Района; Область Куйтунский, Рабочий поселок Куйтун Улица Гвардейская 4
Военный Комиссариат Октябрьского Р-на; Область Ростовская, Рабочий поселок Каменоломни Переулок Шоссейный 4 А
Военный Комиссариат Мошковского Района Новосибирской Области; Область Мошковский, Рабочий поселок Мошково Улица Советская 13
Военный Комиссариат Здвинского Района Новосибирской Области; Область Новосибирская, Село Здвинск Улица Здвинского 12
Военный Комиссариат Большеглушицкого Района; Область Самарская, Село Большая глушица Улица Советская 34
Государственное Учреждение Военный Комиссариат Шенталинского Района; Область Самарская, Железнодорожная станция Шентала Улица Л.толстого 53
Военный Комиссариат Колыванского Района Новосибирской Области; Область Новосибирская, Рабочий поселок Колывань Улица Советская 43
Военный Комиссариат Соболевского Района Камчатского Края; Край Камчатский, Село Соболево Улица Советская 37
Военный Комиссариат Сосновского Района Нижегородской Области; Область Сосновский, Рабочий поселок Сосновское Улица Матвеева 59
Военный Комиссариат Города Нижнеудинск И Нижнеудинского Района Иркутской Области; Область Иркутская, Город Нижнеудинск,
Военный Комиссариат Вадского Района Нижегородской Области; Область Вадский, Село Вад Улица 1 мая 34а
Военный Комиссариат Шарангского Района Нижегородской Области; Область Шарангский, Рабочий поселок Шаранга Улица Октябрьская 22
Военный Комиссариат Меленковского Района Владимирской Области; Область Владимирская, Город Меленки, Улица Комсомольская 101
Военный Комиссариат Дновского, Дедовичского И Порховского Районов Псковской Области; Область Псковская, Город Дно, Улица Комсомольская 17
Военный Комиссариат Волгодонского Района; Область Ростовская, Станица Романовская Переулок Союзный 46 А
Военный Комиссариат Березовского Района; Край Пермский, Село Березовка Улица Советская 20
Военный Комиссариат Шаховского Района Московской Области; Область Московская, Рабочий поселок Шаховская
Военный Комиссариат Малмыжского Района Кировской Области; Область Кировская, Город Малмыж, Улица Красноармейская 57
Военный Комиссариат Сусанинского Района Костромской Области; Область Костромская, Поселок городского типа Сусанино
Военный Комиссариат Волосовского Района; Область Ленинградская, Город Волосово, Улица Красноармейская 6
Военный Комиссариат Родионово-несветайского Района Ростовской Области; Область Ростовская, Слобода Родионово-несветайская Переулок Чехова 14
Военный Комиссариат Вачского Района Нижегородской Области; Область Вачский, Рабочий поселок Вача Улица Советская 12 а
Военный Комиссариат Звериноголовского Района Курганской Области; Область Звериноголовский, Село Звериноголовское Улица Гагарина 12
Военный Комиссариат Никольского И Кичменгско-городецкого Районов Вологодской Области; Область Вологодская, Город Никольск, Улица Маршала конева 79
Объединенный Военный Комиссариат Города Подпорожье Ленинградской Области; Область Ленинградская, Город Подпорожье,
Военный Комиссариат Кировского Района Г. Ростова-на-дону; Область Ростовская, Город Ростов-на-дону, Улица Суворова 39
Объединенный Военный Комиссариат Города Немана; Область Калининградская, Город Неман,
Военный Комиссариат Родниковского Района Ивановской Области; Область Ивановская, Город Родники, Улица Любимова 38
Государственное Учреждение Военный Комиссариат По Новосокольническому Району; Область Псковская, Город Новосокольники,
Военный Комиссариат Городов Осинники И Калтан Кемеровской Области; Область Кемеровская, Город Осинники, Улица Кирова 25
Военный Комиссариат Г. Костромы Костромской Области; Область Костромская, Город Кострома, Проспект Рабочий 7
Военный Комиссариат Черемисиновского Района Курской Области; Область Курская, Поселок городского типа Черемисиново Улица Почтовая 64
Военный Комиссариат Мантуровского Района Курской Области; Область Курская, Село Мантурово Улица Ленина 40
Военный Комиссариат Орджоникидзевского Района Города Новокузнецка Кемеровской Области; Область Кемеровская, Город Новокузнецк, Улица Разведчиков 19
Военный Комиссариат Думиничского Района Калужской Области; Область Калужская, Поселок Думиничи Улица Лермонтова 9
Объединенный Военный Комиссариат Города Татарска Новосибирской Области; Область Новосибирская, Город Татарск, Улица Ленина 88
Военный Комиссариат Барятинского Района Калужской Области; Область Калужская, Село Барятино Улица 8 марта 22
Военный Комиссариат Медынского Района Калужской Области; Область Калужская, Город Медынь, Улица Карла маркса 26
Военный Комиссариат Чернышковского Района Волгоградской Области; Область Волгоградская, Рабочий поселок Чернышковский Улица Советская 72
Военный Комиссариат Бежаницкого, Новоржевского, Локнянского И Пушкино-горского Районов Псковской Области; Область Бежаницкий, Пгт Бежаницы Улица Первомайская 40
Военный Комиссариат Павинского Района Костромской Области; Область Костромская, Село Павино Улица Октябрьская 36
Военный Комиссариат Г.новочеркасска; Область Ростовская, Город Новочеркасск, Улица Дубовского 5
Военный Комиссариат Жердевского Района Тамбовской Области; Область Тамбовская, Город Жердевка, Улица Первомайская 51
Военный Комиссариат Тарасовского Района; Область Тарасовский, Поселок Тарасовский Улица Ленина 67
Военный Комиссариат Песчанокопского Района, Охрана И Оборона; Область Ростовская, Село Песчанокопское Улица Суворова 14
Военный Комиссариат Егорлыкского Района; Область Егорлыкский, Станица Егорлыкская Улица Октябрьская 34
Военный Комиссариат Города Бежецк, Бежецкого И Краснохолмского Районов Тверской Области; Область Бежецкий, Город Бежецк, Улица Большая штабская 60/9
Военный Комиссариат Ремонтненского И Заветинского Районов Ростовской Области; Область Ростовская, Село Ремонтное Улица Дзержинского 25
Военный Комиссариат Городов Черемхово, Свирск И Черемховского Района Иркутской Области; Область Иркутская, Город Черемхово, Улица Маяковского 120
Военный Комиссариат Кировского Района Калужской Области; Область Калужская, Город Киров, Улица Гоголя 2
Военный Комиссариат Красносельского Района Костромской Области; Область Костромская, Поселок городского типа Красное-на-волге Улица Советская 49
Военный Комиссариат Красновишерского Района Пермского Края; Край Пермский, Город Красновишерск, Улица Гагарина 66а
Военный Комиссариат Суксунского Района; Край Пермский, Рабочий поселок Суксун Улица Первомайская 34
Военный Комиссариат Тоншаевского Района Нижегородской Области; Область Тоншаевский, Рабочий поселок Тоншаево Улица Советская 40
Военный Комиссариат Города Сокол И Усть-кубинского Района Вологодской Области; Область Вологодская, Город Сокол, Улица Советская 79 А
Государственное Учреждение Военный Комиссариат Дзержинского Района Г. Волгограда; Область Волгоградская, Город Волгоград, Улица Лесогорская 82
Военный Комиссариат Центрального И Железнодорожного Районов Города Хабаровска; Край Хабаровский, Город Хабаровск, Улица Пушкина 33
Военный Комиссариат Октябрьского Района Г.владимира; Область Владимирская, Город Владимир, Улица Лермонтова 38-
Военный Комиссариат Г. Новокуйбышевска Самарской Области; Область Самарская, Город Новокуйбышевск, Улица Молодежная 8
Военный Комиссариат Табасаранского Района Республики Дагестан; Республика Табасаранский, Село Хучни Улица Советская 34
Военный Комиссариат Илимпийского, Байкитского И Тунгусско-чунского Районов Красноярского Края; Край Красноярский, Поселок Тура Улица Школьная 2
Военный Комиссариат Города Богданович И Богдановичского Района Свердловской Области; Область Свердловская, Город Богданович, Улица Ленина 7 А
Объединенный Военный Комиссариат Черемушкинского Района Юго-западного Административного Округа Г. Москвы; Москва, Улица Вавилова 44 1
Военный Комиссариат Верхошижемского Района Кировской Области; Область Кировская, Поселок городского типа Верхошижемье Улица Горького 2
Военный Комиссариат Города Каменск-уральский И Каменского Района Свердловской Области; Область Свердловская, Город Каменск-уральский, Улица Паровозников 7
Военный Комиссариат Каменского Района; Область Каменский, Поселок городского типа Мартюш Улица Титова 8
Военный Комиссариат Ленинского Района Города Саратова; Область Саратовская, Город Саратов, Улица Тверская 53
Военный Комиссариат Октябрьского И Ленинского Районов Города Екатеринбург Свердловской Области; Область Свердловская, Город Екатеринбург, Улица Луначарского 177
Военный Комиссариат Ленинского Района Г. Барнаула; Край Алтайский, Город Барнаул, Улица Советской армии 166
Военный Комиссариат Романовского Района; Край Алтайский, Село Романово Улица Крупской 25
Военный Комиссариат Города Горячий Ключ Краснодарского Края; Край Краснодарский, Город Горячий ключ, Улица Иркутская дивизия 61
Военный Комиссариат Чарышского Района Алтайского Края; Край Алтайский, Село Чарышское Переулок Школьный 5
Военный Комиссариат Хабарского Района Алтайского Края; Край Алтайский, Село Хабары
Военный Комиссариат Тогульского Района Государственное Учреждение; Край Тогульский, Село Тогул Улица Октябрьская 7
Военный Комиссариат Тимашевского И Калининского Района Краснодарского Края; Край Краснодарский, Город Тимашевск, Улица Казачья 193
Военный Комиссариат Абинского Района Краснодарского Края; Край Краснодарский, Город Абинск, Улица Нефтепромысловая 55
Военный Комиссариат Северо-енисейского Района Красноярского Края; Край Красноярский, Рабочий поселок Северо-енисейский Улица Суворова 2
Военный Комиссариат Темрюкского Района Краснодарского Края; Край Краснодарский, Город Темрюк, Улица Октябрьская 5 а
Военный Комиссариат Ленинского Района Города Красноярска; Край Красноярский, Город Красноярск, Улица Иркутская 5
Военный Комиссариат Промышленного Района Г. Ставрополя; Край Ставропольский, Город Ставрополь, Улица Тельмана 234 1
Военный Комиссариат Города Минусинск И Минусинского Района Красноярского Края; Край Красноярский, Город Минусинск, Улица Комсомольская 15
Государственное Учреждение Военный Комиссариат Октябрьского Района; Область Амурская, Село Екатеринославка Улица Линейная 53
Военный Комиссариат Города Амурск И Амурского Района Хабаровского Края; Край Хабаровский, Город Амурск, Проспект Мира 19
Военный Комиссариат Г. Свободный Амурской Области; Область Амурская, Город Свободный, Улица Ленина 88
Военный Комиссариат Предгорного Района Ставропольского Края; Край Ставропольский, Станица Ессентукская
Военный Комиссариат Города Лесозаводск Приморского Края; Край Приморский, Город Лесозаводск, Улица Кравчука 3 А
Военный Комиссариат Прохоровского Района Белгородской Области; Область Белгородская, Поселок городского типа Прохоровка Улица Советская 29
Военный Комиссариат Ульчского Района; Край Хабаровский, Село Богородское Улица 30 лет победы 32
Военный Комиссариат Няндомского И Каргопольского Районов Архангельской Области; Область Архангельская, Город Няндома, Улица Советская 17
Военный Комиссариат Города Георгиевск И Георгиевского Района Ставропольского Края; Край Ставропольский, Город Георгиевск, Улица Пушкина 72
Военный Комиссариат Егорьевского Района; Край Алтайский, Село Новоегорьевское Переулок Школьный 18
Военный Комиссариат Косихинского Района Алтайского Края; Край Алтайский, Село Косиха Улица Советская 32
Государственное Учреждение Военный Комиссариат Красноармейского Района; Край Краснодарский, Станица Полтавская Улица Садовая 77
Военный Комиссариат Волчихинского Района Алтайского Края; Край Алтайский, Село Волчиха Улица Свердлова 10
Военный Комиссариат Усть-калманского Района Алтайского Края; Край Алтайский, Село Усть-калманка 
Военный Комиссариат Ленинградского Района Краснодарского Края; Край Краснодарский, Станица Ленинградская
"Государственное Чреждение "" Военный Комиссариат Борисовского Района """; Область Белгородская, Поселок городского типа Борисовка Площадь Ушакова 26
Учреждение Военный Комиссариат Г.райчихинск; Область Амурская, Город Райчихинск, Улица Пионерская 15
Военный Комиссариат Кочкуровского Района Республики Мордовия; Республика Мордовия, Село Кочкурово Улица Ленинская 1
Объединенный Военный Комиссариат Г. Адыгейск Республики Адыгея; Республика Адыгея, Город Адыгейск, Улица Ленина 23   а
Военный Комиссариат Атюрьевского Района Республики Мордовия; Республика Атюрьевский, Село Атюрьево Улица Центральная 12
Государственное Учреждение Военный Комиссариат Эжвинского Района Г.сыктывкара; Республика Коми, Город Сыктывкар,
Военный Комиссариат Юринского Района Республики Марий Эл; Республика Марий эл, Поселок городского типа Юрино Улица Красноармейская 52
Военный Комиссариат Андроповского Района Ставропольского Края; Край Ставропольский, Село Курсавка Улица 1 мая 4
Военный Комиссариат Города Буденновск И Буденновского Района Ставропольского Края; Край Ставропольский, Город Буденновск, Улица Советская 107
Военный Комиссариат Ипатовского Района Ставропольского Края; Край Ставропольский, Город Ипатово, Улица Голубовского 99
Военный Комиссариат Ивановского Района; Область Амурская, Село Ивановка Улица Новая 24
Военный Комиссариат Красногвардейского Района Ставропольского Края; Край Ставропольский, Село Красногвардейское Улица Ленина 45
Военный Комиссариат Комсомольского Района; Край Комсомольский, Село Пивань Шоссе Совгаванское 30
Военный Комиссариат Агульского Района Республики Дагестан; Республика Дагестан, Село Тпиг 
Военный Комиссариат Карачевского Района Брянской Области; Область Брянская, Город Карачев, Улица Кольцова 1
Военный Комиссариат Приморского, Соловецкого Районов И Города Новодвинск Архангельской Области; Область Архангельская, Город Архангельск, Набережная Северной двины 47
Военный Комиссариат Архаринского Района Амурской Области; Область Амурская, Поселок городского типа Архара Улица Ленина 89
Военный Комиссариат Города Зея И Зейского Района Амурской Области; Область Амурская, Город Зея, Улица Мухина 160
Военный Комиссариат Коношского Района Архангельской Области; Область Архангельская, Рабочий поселок Коноша Улица Ломоносова 8
Военный Комиссариат Западного Административного Округа Города Белгорода; Область Белгородская, Город Белгород, Улица Преображенская 192
Военный Комиссариат Чугуевского Района; Край Приморский, Село Чугуевка Улица 50 лет октября 208
Военный Комиссариат Дахадаевского Района Республики Дагестан; Республика Дагестан, Село Уркарах 
Объединенный Военный Комиссариат Города Валуйки Белгородской Области; Область Белгородская, Город Валуйки,
Военный Комиссариат Сковородинского Района; Область Амурская, Город Сковородино, Улица Пионерская 13
Военный Комиссариат Цунтинского Района Республики Дагестан; Республика Цунтинский, Село Бежта 
Военный Комиссариат Города Шебекино И Шебекинского Района Белгородской Области; Область Белгородская, Город Шебекино, Улица Набережная 12
Военный Комиссариат Города Шимановск И Шимановского Района Амурской Области; Область Амурская, Город Шимановск, Улица Комсомольская 37
Военный Комиссариат Майминского Района Республики Алтай; Республика Алтай, Село Майма Улица Заводская 42 а
Военный Комиссариат Михайловского Района; Область Амурская, Село Поярково Улица Ленина 91
Военный Комиссариат Города Славянск-на-кубани И Славянского Района Краснодарского Края; Край Краснодарский, Город Славянск-на-кубани, Улица Стаханова 246
Военный Комиссариат Лаганского Района Республики Калмыкия; Республика Лаганский, Город Лагань,
Военный Комиссариат Советского, Пижанского И Верхошижемского Районов Кировской Области; Область Кировская, Город Советск, Улица Красноармейская 6
Объединенный Военный Комиссариат Преображенского Района Восточного Административного Округа Г. Москвы; Москва, Переулок Колодезный 14
Военный Комиссариат Города Вуктыл И Вуктыльского Района Республики Коми; Республика Коми, Город Вуктыл, Улица Печорская 1
Военный Комиссариат Порецкого Района Чувашской Республики; Чувашия Чувашская республика -, Село Порецкое
Военный Комиссариат Красночетайского Района Чувашской Республики; Чувашия Чувашская республика -, Село Красные четаи Улица Новая 1
Военный Комиссариатновичихинского Района Алтайского Края Государственное Учреждение; Край Алтайский, Село Новичиха
Военный Комиссариат Прилузского Района; Республика Коми, Село Объячево Улица Садовая 1
Военный Комиссариат Тюменцевского Района Алтайского Края; Край Алтайский, Село Тюменцево Улица Заречная 6
Военный Комиссариат Тоджинского Района; Республика Тыва, Село Тоора-хем Улица Дружба 1
Военный Комиссариат Дзун-хемчикского И Сут-хольского Районов Республики Тыва; Республика Тыва, Город Чадан, Улица Ленина 21
Военный Комиссариат Солонешенского Района Алтайского Края; Край Алтайский, Село Солонешное
Военный Комиссариат Тес-хемского Района; Республика Тыва, Село Самагалтай Улица Чындыгыр 24
Военный Комиссариат Спасского Района Республики Татарстан; Республика Татарстан, Город Болгар, Улица Пушкина 14
Военный Комиссариат Чамзинского Района Республики Мордовия; Республика Мордовия, Рабочий поселок Чамзинка Улица Республиканская 27
Военный Комиссариат Г. Инта; Республика Коми, Город Инта, Улица Чайковского 4
Военный Комиссариат Буинского Района Республики Татарстан; Республика Татарстан, Город Буинск,
Военный Комиссариат Баевского Района Алтайского Края; Край Алтайский, Село Баево Улица Кулундинская 11
Военный Комиссариат Ардатовского Района Республики Мордовия; Республика Мордовия, Город Ардатов,
Военный Комиссариат Рузаевского Района Республики Мордовия; Республика Мордовия, Город Рузаевка, Улица Мельничная 59
Военный Комиссариат Правобережного Административного Округа; Область Иркутская, Город Иркутск, Улица Баррикад 65
Военный Комиссариат Целинного Района Алтайского Края; Край Алтайский, Село Целинное
Военный Комиссариат Ребрихинского Района Алтайского Края; Край Алтайский, Село Ребриха Проспект Победы 35
Военный Комиссариат Дрожжановского Района Рт; Республика Татарстан, Село Старое дрожжаное Улица 50 лет октября
Военный Комиссариат Каа-хемского Района; Республика Тыва, Село Сарыг-сеп
Военный Комиссариат Монгун-тайгинского И Овюрского Районов Республики Тыва; Республика Тыва, Село Мугур-аксы Улица Эрик 29
Государственное Учреждение Военный Комиссариат Кызылского Района; Республика Тыва, Поселок городского типа Каа-хем Улица Шахтерская 28
Военный Комиссариат Петропавловского Района Алтайского Края; Край Алтайский, Село Петропавловское
Военный Комиссариат Актанышского Района Рт; Республика Татарстан, Село Актаныш Проспект Ленина 51
Военный Комиссариат Ядринского Района Чувашской Республики; Чувашия Чувашская республика -, Город Ядрин, Улица Красноармейская 6
Военный Комиссариат Города Новоалтайск И Первомайского Района Алтайского Края; Край Алтайский, Город Новоалтайск, Улица Октябрьская 2
Военный Комиссариат Урмарского Района Чувашской Республики; Чувашия Чувашская республика -, Поселок городского типа Урмары Улица Молодежная 3а
Военный Комиссариат Барун-хемчикского И Бай-тайгинского Районов Республики Тыва; Республика Тыва, Село Кызыл-мажалык Улица Буян-бадыргы ноян 40
Объединенный Военный Комиссариат Улуг-хемского Района; Республика Тыва, Город Шагонар, Улица Дружбы 4
Государственное Учреждение Военный Комиссариат Пестречинского Района; Республика Татарстан, Село Пестрецы Улица Советская 16
Военный Комиссариат Города Воткинск И Воткинского Района Удмуртской Республики; Республика Удмуртская, Город Воткинск, Улица Кирова 11
Военный Комиссариат Города Алатырь И Алатырского Района Чувашской Республики; Республика Чувашская - чувашия, Город Алатырь, Улица Ленина 5
Военный Комиссариат Красногорского Района Алтайского Края; Край Алтайский, Село Красногорское Улица Юбилейная 32
Государственное Учреждение Военный Комиссариат Эрзинского Района Республики Тыва; Республика Тыва, Село Эрзин Переулок Валерия серээдар 8
Военный Комиссариат Тетюшского Района Республики Татарстан; Республика Татарстан, Город Тетюши, Улица Ленина 61
Военный Комиссариат Кировского И Московского Районов Города Казань Республики Татарстан; Республика Татарстан, Город Казань, Улица Кзыл армейская 8/16
Военный Комиссариат Ибресинского Района Чувашской Республики; Чувашия Чувашская республика -, Поселок городского типа Ибреси Улица Комсомольская 23
Военный Комиссариат Благовещенского И Суетского Районов Алтайского Края; Край Алтайский, Поселок городского типа Благовещенка Переулок Кучеровых 40
Военный Комиссариат Троицкого Района Алтайского Края; Край Алтайский, Село Троицкое Переулок Пролетарский 4
Военный Комиссариат Города Шумерля, Шумерлинского И Порецкого Районов Чувашской Республики; Чувашия Чувашская республика -, Город Шумерля,
Военный Комиссариат Козловского Района Чувашской Республики; Чувашия Чувашская республика -, Город Козловка,
Военный Комиссариат Сысольского И Койгородского Районов Республики Коми; Республика Коми, Село Визинга Улица Советская 42
Военный Комиссариат Ижемского Района; Республика Коми, Село Ижма Улица Чупрова 109
Военный Комиссариат Города Белореченск И Белореченского Района Краснодарского Края; Край Краснодарский, Город Белореченск, Улица Таманской армии 204
Объединеный Военный Комиссариат Города Камень-на-оби Алтайского Края; Край Алтайский, Город Камень-на-оби, Улица Ленина 63
Военный Комиссариат Аксубаевского Р-на; Республика Татарстан, Поселок городского типа Аксубаево Улица Мазилина 84
Военный Комиссариат Чебоксарского Района Чувашской Республики; Чувашия Чувашская республика -, Рабочий поселок Кугеси Улица Советская 7
Военный Комиссариат Комсомольского Района Чувашской Республики; Чувашия Чувашская республика -, Село Комсомольское Улица Канашская 37
Военный Комиссариат Красноармейского Района Чувашской Республики; Чувашия Чувашская республика -, Село Красноармейское Улица Ленина 45
Объединенный Военный Комиссариат Города Славгород Алтайского Края; Край Алтайский, Город Славгород, Улица К.либкнехта 215 А
Военный Комиссариат Павловского И Шелаболихинского Районов Алтайского Края; Край Алтайский, Село Павловск Улица Ленина 5
Военный Комиссариат Локтевского Района Алтайского Края; Край Алтайский, Город Горняк,
Военный Комиссариат Яшкульского Района Республики Калмыкия; Республика Яшкульский, Поселок Яшкуль 
Военный Комиссариат Советского Района Г.казани; Республика Татарстан, Город Казань, Улица Журналистов 38
Военный Комиссариат Кукморского Района; Республика Татарстан, Поселок городского типа Кукмор Улица Ленина 60
Военный Комиссариат Алексеевского Района Республики Татарстан; Республика Алексеевский, Поселок городского типа Алексеевское Улица Советская 8а
Военный Комиссариат Усть-куломского Района Республики Коми; Республика Усть-куломский, Село Усть-кулом Улица Советская 15
Военный Комиссариат Оршанского Района Республики Марий Эл; Республика Марий эл, Поселок городского типа Оршанка Улица Советская 47
Военный Комиссариат Ковылкинского Района Республики Мордовия; Республика Мордовия, Город Ковылкино, Улица 50 лет октября 16
Объединенный Военный Комиссариат Города Алейска Алтайского Края; Край Алтайский, Город Алейск, Улица Комсомольская 102
Военный Комиссариат Города Заинск И Заинского Района Республики Татарстан; Республика Татарстан, Город Заинск,
Военный Комиссариат Черемшанского Района Республики Татарстан; Республика Татарстан, Село Черемшан Улица Техническая 5а
Военный Комиссариат Яльчикского Района Чувашской Республики; Чувашия Чувашская республика -, Село Яльчики Улица Советская 19
Военный Комиссариат Троицко-печорского Района; Республика Коми, Поселок городского типа Троицко-печорск Улица Портовая 40
Военный Комиссариат Мензелинского Района Республики Татарстан; Республика Татарстан, Город Мензелинск, Улица Чернышевского 24
